class1	gender1	class2	gender2	num_of_connections
1A	M	2A	F	0
1A	M	4B	F	1
1A	M	4B	F	1
1A	M	4B	M	2
1A	M	4B	M	1
1A	M	3A	M	1
1A	M	3A	M	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	4B	M	1
1A	M	4A	M	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	4A	M	0
1A	M	4A	M	0
1A	M	4A	F	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	Teachers	Unknown	0
1A	M	2A	F	0
1A	M	1B	M	1
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	1B	M	1
1A	M	1B	F	0
1A	M	4A	M	0
1A	M	4A	F	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	3A	M	3
1A	M	4A	M	0
1A	M	4A	M	1
1A	M	4A	M	0
1A	M	4B	M	0
1A	M	5B	F	0
1A	M	2A	F	0
1A	M	2A	M	0
1A	M	4A	F	0
1A	M	1B	M	0
1A	M	1B	M	0
1A	M	5B	F	0
1A	M	3A	F	0
1A	M	5B	F	0
1A	M	4A	F	0
1A	M	3A	F	1
1A	M	3B	F	2
1A	M	3B	M	1
1A	M	3A	F	1
1A	M	3A	M	0
1A	M	5B	M	0
1A	M	Teachers	Unknown	0
1A	M	3A	M	1
1A	M	5B	F	1
1A	M	5B	F	0
1A	M	3A	M	2
1A	M	3A	F	0
1A	M	3A	M	0
1A	M	3A	F	0
1A	M	3B	M	0
1A	M	5A	M	0
1A	M	3A	F	0
1A	M	4A	M	0
1A	M	Teachers	Unknown	1
1A	M	1A	M	20
1A	M	1A	F	49
1A	M	3B	F	0
3B	F	3B	M	33
3B	F	3B	M	21
3B	F	3B	F	22
3B	F	3B	F	34
3B	F	3B	F	45
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	1B	M	3
3B	F	1B	M	1
3B	F	4B	F	0
3B	F	4B	M	1
3B	F	3A	M	0
3B	F	3A	M	0
3B	F	3A	F	1
3B	F	3A	M	1
3B	F	3B	M	18
3B	F	1A	F	19
3B	F	1A	M	0
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	4B	F	1
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1A	F	4
3B	F	1A	F	0
3B	F	5A	M	2
3B	F	5A	M	0
3B	F	2A	F	4
3B	F	2A	F	0
3B	F	1A	M	4
3B	F	5A	M	3
3B	F	5A	M	4
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	1
3B	F	4A	F	0
3B	F	2A	F	2
3B	F	2A	F	0
3B	F	1A	M	2
3B	F	1A	F	2
3B	F	1A	M	0
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	1A	F	7
3B	F	1A	F	0
3B	F	5A	M	2
3B	F	5A	F	0
3B	F	5A	F	1
3B	F	5A	M	1
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	2A	M	14
3B	F	3A	M	2
3B	F	1A	M	0
3B	F	5A	F	1
3B	F	5A	F	2
3B	F	5A	M	1
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	4B	F	2
3B	F	5A	F	1
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	3A	M	2
3B	F	3A	F	14
3B	F	1A	F	0
3B	F	1A	Unknown	0
3B	F	3B	F	192
3B	F	3A	M	10
3B	F	2A	M	1
3B	F	2A	F	0
3B	F	5A	F	1
3B	F	4B	F	2
3B	F	2A	F	0
3B	F	5B	M	0
3B	F	5B	M	2
3B	F	3B	M	8
3B	F	Teachers	Unknown	0
3B	F	5B	M	1
3B	F	5B	M	0
3B	F	5B	F	3
3B	F	5B	M	0
3B	F	2A	M	1
3B	F	4B	M	0
3B	F	5B	M	0
3B	F	5B	M	2
3B	F	5B	M	0
3B	F	5B	F	3
3B	F	5B	M	1
3B	F	Teachers	Unknown	0
3B	F	4B	M	0
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	5B	F	2
3B	F	5B	M	0
3B	F	1B	M	1
3B	F	1B	F	1
3B	F	5B	M	1
3B	F	5B	F	3
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	2
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	2A	M	1
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	4B	F	1
3B	F	4B	F	0
3B	F	4B	M	1
3B	F	4B	M	2
3B	F	3A	M	0
3B	F	3A	M	10
3B	F	1B	F	1
3B	F	1B	F	0
3B	F	4B	M	0
3B	F	4A	M	0
3B	F	1B	F	1
3B	F	1B	F	3
3B	F	4A	M	0
3B	F	4A	M	8
3B	F	4A	F	0
3B	F	1B	F	0
3B	F	1B	F	1
3B	F	Teachers	Unknown	0
3B	F	2A	F	2
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	1B	M	1
3B	F	1B	M	1
3B	F	1B	F	3
3B	F	4A	M	0
3B	F	4A	F	0
3B	F	1B	F	2
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1B	F	1
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	3A	M	1
3B	F	4A	M	0
3B	F	4A	M	3
3B	F	4A	M	0
3B	F	4B	M	0
3B	F	5B	F	2
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	4A	F	0
3B	F	1B	M	1
3B	F	1B	M	1
3B	F	5B	F	0
3B	F	3A	F	3
3B	F	5B	F	3
3B	F	4A	F	0
3B	F	3A	F	117
3B	F	3B	F	6
3B	F	3B	M	1
3B	F	3A	F	6
3B	F	3A	M	4
3B	F	5B	M	0
3B	F	Teachers	Unknown	5
3B	F	3A	M	3
3B	F	5B	F	6
3B	F	5B	F	0
3B	F	3A	M	24
3B	F	3A	F	9
3B	F	3A	M	0
3B	F	3A	F	5
3B	F	3B	M	56
3B	F	5A	M	0
3B	F	3A	F	10
3B	F	4A	M	0
3B	F	Teachers	Unknown	0
3B	F	1A	M	0
3B	F	1A	F	10
3B	F	3B	F	264
3B	F	1A	M	2
3B	M	3B	M	32
3B	M	3B	M	22
3B	M	3B	F	109
3B	M	3B	F	18
3B	M	3B	F	9
3B	M	4B	F	0
3B	M	4B	M	0
3B	M	4B	M	0
3B	M	1B	M	0
3B	M	1B	M	0
3B	M	4B	F	1
3B	M	4B	M	0
3B	M	3A	M	0
3B	M	3A	M	0
3B	M	3A	F	0
3B	M	3A	M	10
3B	M	3B	M	45
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	4B	M	0
3B	M	4B	M	0
3B	M	4B	F	0
3B	M	4A	F	0
3B	M	4A	M	0
3B	M	1A	F	0
3B	M	1A	F	0
3B	M	5A	M	0
3B	M	5A	M	1
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	1A	M	0
3B	M	5A	M	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	4A	F	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	1A	M	0
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	1A	F	0
3B	M	1A	F	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	2A	M	0
3B	M	2A	M	0
3B	M	3A	M	13
3B	M	1A	M	0
3B	M	5A	F	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	4B	F	0
3B	M	5A	F	0
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	3A	M	0
3B	M	3A	F	1
3B	M	1A	F	0
3B	M	1A	Unknown	0
3B	M	3B	F	17
3B	M	3A	M	1
3B	M	2A	M	0
3B	M	2A	F	0
3B	M	5A	F	0
3B	M	4B	F	0
3B	M	2A	F	0
3B	M	5B	M	0
3B	M	5B	M	0
3B	M	3B	M	47
3B	M	Teachers	Unknown	0
3B	M	5B	M	0
3B	M	5B	M	0
3B	M	5B	F	0
3B	M	5B	M	0
3B	M	2A	M	0
3B	M	4B	M	1
3B	M	5B	M	0
3B	M	5B	M	0
3B	M	5B	M	0
3B	M	5B	F	0
3B	M	5B	M	0
3B	M	Teachers	Unknown	0
3B	M	4B	M	0
3B	M	4B	F	0
3B	M	4B	M	0
3B	M	5B	F	0
3B	M	5B	F	0
3B	M	5B	F	0
3B	M	5B	M	0
3B	M	1B	M	0
3B	M	1B	F	1
3B	M	5B	M	0
3B	M	5B	F	0
3B	M	Teachers	Unknown	0
3B	M	2A	F	0
3B	M	2A	F	1
3B	M	2A	M	0
3B	M	2A	M	0
3B	M	4B	M	0
3B	M	2A	M	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	4B	F	0
3B	M	4B	F	0
3B	M	4B	M	0
3B	M	4B	M	1
3B	M	3A	M	11
3B	M	3A	M	0
3B	M	1B	F	0
3B	M	1B	F	0
3B	M	4B	M	0
3B	M	4A	M	0
3B	M	1B	F	0
3B	M	1B	F	0
3B	M	4A	M	0
3B	M	4A	M	0
3B	M	4A	F	0
3B	M	1B	F	0
3B	M	1B	F	0
3B	M	Teachers	Unknown	0
3B	M	2A	F	2
3B	M	1B	M	0
3B	M	1B	F	0
3B	M	1B	M	0
3B	M	1B	M	0
3B	M	1B	F	0
3B	M	4A	M	0
3B	M	4A	F	0
3B	M	1B	F	0
3B	M	1B	F	0
3B	M	1B	M	0
3B	M	4A	F	0
3B	M	4A	M	0
3B	M	1B	F	0
3B	M	1B	F	0
3B	M	1B	M	0
3B	M	3A	M	1
3B	M	4A	M	0
3B	M	4A	M	0
3B	M	4A	M	0
3B	M	4B	M	1
3B	M	5B	F	0
3B	M	2A	F	0
3B	M	2A	M	0
3B	M	4A	F	0
3B	M	1B	M	0
3B	M	1B	M	1
3B	M	5B	F	0
3B	M	3A	F	0
3B	M	5B	F	0
3B	M	4A	F	0
3B	M	3A	F	1
3B	M	3B	F	13
3B	M	3B	M	5
3B	M	3A	F	0
3B	M	3A	M	0
3B	M	5B	M	0
3B	M	Teachers	Unknown	0
3B	M	3A	M	1
3B	M	5B	F	0
3B	M	5B	F	0
3B	M	3A	M	0
3B	M	3A	F	0
3B	M	3A	M	0
3B	M	3A	F	0
3B	M	3B	M	26
3B	M	5A	M	0
3B	M	3A	F	3
3B	M	4A	M	0
3B	M	Teachers	Unknown	0
3B	M	1A	M	0
3B	M	1A	F	0
3B	M	3B	F	31
3B	M	1A	M	0
3B	M	3B	F	29
3B	F	3B	M	1
3B	F	3B	M	8
3B	F	3B	F	15
3B	F	3B	F	73
3B	F	3B	F	94
3B	F	4B	F	1
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	1B	M	0
3B	F	1B	M	0
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	3A	M	14
3B	F	3A	M	2
3B	F	3A	F	1
3B	F	3A	M	11
3B	F	3B	M	6
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	4B	F	0
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1A	F	0
3B	F	1A	F	0
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	1A	M	1
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	4A	F	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	1A	M	0
3B	F	1A	F	0
3B	F	1A	M	1
3B	F	1A	F	1
3B	F	1A	M	0
3B	F	1A	F	1
3B	F	1A	F	0
3B	F	5A	M	1
3B	F	5A	F	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	1
3B	F	2A	M	0
3B	F	3A	M	1
3B	F	1A	M	0
3B	F	5A	F	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	4B	F	0
3B	F	5A	F	0
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	3A	M	1
3B	F	3A	F	11
3B	F	1A	F	0
3B	F	1A	Unknown	0
3B	F	3B	F	24
3B	F	3A	M	0
3B	F	2A	M	0
3B	F	2A	F	0
3B	F	5A	F	0
3B	F	4B	F	0
3B	F	2A	F	0
3B	F	5B	M	0
3B	F	5B	M	1
3B	F	3B	M	27
3B	F	Teachers	Unknown	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	5B	M	0
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	5B	M	0
3B	F	Teachers	Unknown	0
3B	F	4B	M	1
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	5B	F	1
3B	F	5B	F	0
3B	F	5B	M	0
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	1
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	2A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	4B	F	0
3B	F	4B	F	1
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	3A	M	8
3B	F	3A	M	2
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	4B	M	0
3B	F	4A	M	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4A	F	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	4A	M	0
3B	F	4A	F	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	3A	M	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	4A	F	0
3B	F	1B	M	0
3B	F	1B	M	0
3B	F	5B	F	1
3B	F	3A	F	0
3B	F	5B	F	1
3B	F	4A	F	0
3B	F	3A	F	8
3B	F	3B	F	94
3B	F	3B	M	3
3B	F	3A	F	0
3B	F	3A	M	0
3B	F	5B	M	0
3B	F	Teachers	Unknown	10
3B	F	3A	M	0
3B	F	5B	F	0
3B	F	5B	F	1
3B	F	3A	M	1
3B	F	3A	F	4
3B	F	3A	M	1
3B	F	3A	F	1
3B	F	3B	M	19
3B	F	5A	M	0
3B	F	3A	F	2
3B	F	4A	M	0
3B	F	Teachers	Unknown	0
3B	F	1A	M	0
3B	F	1A	F	0
3B	F	3B	F	22
3B	F	1A	M	0
3B	F	3B	F	31
3B	F	3B	M	12
Teachers	Unknown	3B	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	1B	M	1
Teachers	Unknown	1B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	1A	F	8
Teachers	Unknown	1A	M	12
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	1
Teachers	Unknown	1A	F	6
Teachers	Unknown	1A	F	7
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	26
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	9
Teachers	Unknown	1A	F	3
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	3
Teachers	Unknown	1A	M	7
Teachers	Unknown	1A	F	4
Teachers	Unknown	1A	F	6
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	1
Teachers	Unknown	3A	M	0
Teachers	Unknown	1A	M	9
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	1A	F	7
Teachers	Unknown	1A	M	3
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	1A	F	5
Teachers	Unknown	1A	Unknown	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	2A	M	1
Teachers	Unknown	2A	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	4B	F	2
Teachers	Unknown	2A	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	Teachers	Unknown	4
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	F	1
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	4B	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	Teachers	Unknown	5
Teachers	Unknown	2A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	4A	M	1
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	3
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	4A	F	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	Teachers	Unknown	2
Teachers	Unknown	3A	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	1A	M	1
Teachers	Unknown	1A	F	1
Teachers	Unknown	3B	F	0
Teachers	Unknown	1A	M	5
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	3B	F	0
3B	F	3B	M	241
3B	F	3B	M	15
3B	F	3B	F	32
3B	F	3B	F	25
3B	F	3B	F	92
3B	F	4B	F	3
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	1B	M	0
3B	F	1B	M	1
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	3A	M	2
3B	F	3A	M	0
3B	F	3A	F	1
3B	F	3A	M	1
3B	F	3B	M	16
3B	F	1A	F	3
3B	F	1A	M	0
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	4B	F	1
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1A	F	1
3B	F	1A	F	0
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	1A	M	0
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	4A	F	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	1A	M	1
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	1A	F	1
3B	F	1A	F	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	2A	M	0
3B	F	3A	M	0
3B	F	1A	M	0
3B	F	5A	F	0
3B	F	5A	F	0
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	4B	F	0
3B	F	5A	F	0
3B	F	1A	F	0
3B	F	1A	M	0
3B	F	3A	M	0
3B	F	3A	F	7
3B	F	1A	F	0
3B	F	1A	Unknown	0
3B	F	3B	F	69
3B	F	3A	M	10
3B	F	2A	M	0
3B	F	2A	F	0
3B	F	5A	F	0
3B	F	4B	F	1
3B	F	2A	F	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	3B	M	19
3B	F	Teachers	Unknown	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	5B	M	0
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	5B	M	1
3B	F	Teachers	Unknown	0
3B	F	4B	M	0
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	5B	M	0
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	5B	M	0
3B	F	5B	F	0
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	2A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	4B	F	1
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	4B	M	0
3B	F	3A	M	0
3B	F	3A	M	0
3B	F	1B	F	5
3B	F	1B	F	4
3B	F	4B	M	0
3B	F	4A	M	0
3B	F	1B	F	1
3B	F	1B	F	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4A	F	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	1B	M	1
3B	F	1B	F	9
3B	F	4A	M	0
3B	F	4A	F	0
3B	F	1B	F	1
3B	F	1B	F	1
3B	F	1B	M	0
3B	F	4A	F	0
3B	F	4A	M	0
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	3A	M	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4A	M	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	2A	F	0
3B	F	2A	M	1
3B	F	4A	F	0
3B	F	1B	M	1
3B	F	1B	M	1
3B	F	5B	F	0
3B	F	3A	F	0
3B	F	5B	F	0
3B	F	4A	F	0
3B	F	3A	F	7
3B	F	3B	F	39
3B	F	3B	M	3
3B	F	3A	F	0
3B	F	3A	M	2
3B	F	5B	M	0
3B	F	Teachers	Unknown	0
3B	F	3A	M	10
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	3A	M	4
3B	F	3A	F	1
3B	F	3A	M	4
3B	F	3A	F	6
3B	F	3B	M	86
3B	F	5A	M	0
3B	F	3A	F	5
3B	F	4A	M	0
3B	F	Teachers	Unknown	0
3B	F	1A	M	0
3B	F	1A	F	23
3B	F	3B	F	13
3B	F	1A	M	0
3B	F	3B	F	154
3B	F	3B	M	286
3B	F	3B	F	22
3B	F	Teachers	Unknown	0
3B	M	3B	M	34
3B	M	3B	M	76
3B	M	3B	F	26
3B	M	3B	F	9
3B	M	3B	F	285
3B	M	4B	F	0
3B	M	4B	M	0
3B	M	4B	M	0
3B	M	1B	M	1
3B	M	1B	M	0
3B	M	4B	F	0
3B	M	4B	M	0
3B	M	3A	M	0
3B	M	3A	M	47
3B	M	3A	F	2
3B	M	3A	M	8
3B	M	3B	M	34
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	4B	M	0
3B	M	4B	M	0
3B	M	4B	F	0
3B	M	4A	F	0
3B	M	4A	M	0
3B	M	1A	F	0
3B	M	1A	F	0
3B	M	5A	M	0
3B	M	5A	M	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	1A	M	0
3B	M	5A	M	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	4A	F	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	1A	M	1
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	1A	F	0
3B	M	1A	M	0
3B	M	1A	F	1
3B	M	1A	F	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	2A	F	0
3B	M	2A	F	0
3B	M	2A	M	1
3B	M	2A	M	0
3B	M	3A	M	3
3B	M	1A	M	0
3B	M	5A	F	0
3B	M	5A	F	0
3B	M	5A	M	0
3B	M	5A	M	0
3B	M	5A	F	0
3B	M	4B	F	0
3B	M	5A	F	0
